"b_Intercept","b_vax_last_year","shape"
-4.52365184973699,-6.19316649248849,1.56036521172342
-4.96891822447259,-4.34809781136444,1.31401616611637
-4.03627515366166,-7.75105137787746,1.87849022607144
-3.81360207963766,-9.04235735370596,1.00067436108122
-4.64784009263133,-5.7882789201889,2.75970898142354
-4.94723077682983,-4.72476429958468,1.8928160820993
-4.95065716195729,-4.57841450867463,1.89107136269201
-4.05028804189496,-8.65400697026617,2.65480928486539
-4.58391208317937,-5.89252483294645,1.10593652661411
-4.77674302283462,-5.36235514446573,1.56252023562905
-3.98869380471101,-8.21510785754644,1.61639816441906
-4.3754089377559,-6.20787865363157,1.55280108947774
-4.39636648935866,-6.64686740437464,1.70266274201128
-4.72574468072193,-5.77605092021944,1.42633478751282
-4.09532854842546,-7.50924004038588,1.79403873094118
-4.00254966948325,-7.87915653633179,1.89911039568389
-3.8265375289568,-8.74074477518007,2.1072942453999
-4.32664707344223,-7.24998931443553,3.28405179699666
-4.39407476661009,-6.39159659463859,3.33602137366564
-4.7349911712687,-5.92537483343708,2.15678791335891
-4.61028399019453,-5.59627758422217,1.18452913161457
-4.69606706335757,-4.74626815332234,1.6572630118252
-4.71399265444752,-4.21723935978516,1.53741568972819
-5.19341042497546,-2.9780766038542,1.15110026126349
-3.90462404110607,-8.06728759793962,1.16391430007976
-3.84656070243442,-8.18414330295762,1.12444906073631
-4.11101605376195,-8.45637867869753,2.52253188762761
-3.75535676989867,-9.4153636972346,1.23611778399414
-4.19304159273687,-7.36712791013766,1.07939459786063
-5.42967613163706,0.738822071702159,0.812781063547989
-5.51864890181261,1.31537223273202,0.626371193429556
-5.71943941016184,1.94229349750009,0.696643678384688
-4.83914765180232,-2.46718644490393,0.63597307622162
-4.11635078473239,-5.34636167903604,1.03173659950314
-3.96982265797458,-5.7410679005515,0.944452506303088
-4.71223658215205,-4.76405467951408,1.33981671519282
-5.24894517398109,-2.76345946583331,1.11060405972689
-3.48154526146074,-9.17663475019903,1.01063881787495
-4.00633813918558,-8.10596969243538,1.2852590580258
-4.25539456131187,-7.55578500888257,1.47181885384862
-4.73625432240499,-5.29011232874179,1.98809588740406
-4.33040941587774,-6.99289490574264,1.2418788161574
-3.8857774756803,-8.83928084965017,1.64398885031645
-3.90707545058372,-7.92912541034399,2.75701009202534
-4.19668010157623,-6.97429209222792,1.67094513014134
-4.05643926986784,-6.81411678007628,2.64956218029113
-5.12755916214227,-3.50249417215965,1.44966607879993
-4.52608308289324,-7.00417367728584,1.54026172422068
-4.74278205712269,-4.75542189523678,1.57520417709865
-4.98006005206559,-2.50263901633405,1.34320693631563
-4.74473630356631,-5.70410818333346,1.28802436483784
-5.17242483394294,-1.1191172161602,1.40260574849271
-5.4063945049479,-1.83732176858084,0.973798412711407
-4.12130545443407,-7.1638149371587,0.967171235653826
-4.55378683659065,-5.04697097216105,2.47404434794905
-4.48694873572934,-7.38130505028685,0.734949202196597
-4.10249471428515,-8.41315783699305,1.06493681393922
-4.89698115103623,-4.21887938885264,2.3584229849013
-4.05338380996171,-7.84754850621838,0.839585707996276
-4.0777090976464,-7.80404330750934,0.8688940184021
-4.70372021176495,-4.58594592750708,2.50449522155754
-4.41864511391077,-6.47534434407127,3.19633823282458
-4.47145780502394,-5.94128915956538,2.23653665792832
-3.84571648299026,-8.5934426236817,1.46830053342106
-3.47158811375084,-10.08328139497,1.46177430051522
-3.24597725952948,-10.800108061628,1.54026173265114
-3.56665918411444,-9.2517336567217,1.6475367785325
-3.11575075120607,-12.3919581734724,1.35185112617485
-4.96073396939123,-4.54075393595644,1.16483107115566
-4.3247546492775,-7.13338649636476,1.39679564636265
-4.45594569822936,-6.24428804132567,1.40617163739282
-4.84852244243558,-4.38990641778752,2.01151725473472
-3.94429420760404,-7.77017702076084,1.313103174656
-5.54059337660056,-1.61837946037498,1.53321598907578
-3.17066363855732,-11.983587963599,1.48102340610906
-4.50458968444274,-4.14993375375939,0.922793116518408
-5.21139922831728,-1.58454212438498,1.0535210483419
-4.85324928866422,-4.12870954547686,1.26257710230775
-5.20340441961651,-3.99310605012603,1.10002874784659
-5.32980332195662,-3.66474286719471,1.54693496858932
-3.64348790116925,-8.95730851703153,1.85415632670668
-5.29771215997424,-2.36163215783883,2.24418606932057
-5.44395060676979,-1.6564451725792,3.12063301815913
-5.05258266396135,-3.16794295899267,3.0496303131206
-4.69363140630012,-5.84416786815112,0.84191421489363
-4.75495495621952,-5.5287592758994,0.790344414839411
-4.68712052106641,-5.86309118917243,1.02528898943043
-5.72583635773853,-0.945812604488082,1.19180995494695
-3.28258908239592,-11.766920083465,0.968327982209872
-3.32258619169416,-11.6594673367919,0.793110246599313
-4.39843310481406,-7.32497680021927,0.903819802848734
-3.36161258141422,-11.7305460375651,2.24418843307227
-3.46008227588252,-11.2643536656848,2.19925808615796
-3.81830208933255,-9.67910537516829,1.70237691627445
-4.9865129270619,-2.94880870941625,1.39460390429472
-4.35028629183588,-6.35442710219149,1.46304481617275
-4.54043188076372,-5.20187034004911,1.59444595481631
-3.89587587260297,-8.05550088528394,1.95539320575733
-4.46240532979521,-5.71412621652126,1.2138732779001
-3.97770334981817,-8.71479772003456,1.39975514057166
-5.14757888991504,-3.0733828776229,1.54715355940455
-5.24187937443165,-4.57235803976652,1.0954575799843
-5.22342439857723,-5.11645231300819,1.2173725382122
-4.54522162213516,-7.92641685338817,1.12070682832124
-4.78782121228366,-6.48377064090582,1.38029665045548
-3.88557721542817,-9.68011246352192,1.15088715060689
-4.33312369648417,-7.76067598824629,1.19698833599827
-4.76497110836805,-4.60506399123826,1.74995085317118
-4.5121306099394,-6.94371914485387,1.50566251820796
-4.38186648047316,-7.33267366591418,1.45061927532698
-3.04932180660208,-11.2661663510096,1.69614670372257
-4.86048781448704,-3.88486296767814,0.8543472023684
-4.8361344324308,-4.10071644590503,0.812900755094972
-4.95861208829684,-3.1273941709726,1.06773599966846
-3.92819359671936,-8.39605408071746,1.38183618095741
-3.42595838143277,-10.8653145133016,1.40914268304961
-3.3348243547169,-10.7340105022498,1.97285496069849
